Standard mean,1.0951079,0.057884473,0.031168573,0.021704318,0.017070599,0.01343346,0.010291295,0.008820788,0.008156622,0.007047785,0.006706537,0.006686336,0.006294147,0.005783501,0.005824668,0.005656115,0.005419328,0.005067902,0.00518065,0.005141458,0.005045958,0.00515603,0.004780969,0.00469571,0.00491578,0.004712754,0.004810954,0.0048074,0.004853598,0.004625285,0.004505935,0.003851757,0.003935632,0.003975133,0.003930828,0.003927992,0.003766199,0.004118447,0.003230608,0.003292059,0.003232435,0.003208415,0.003205432,0.003034264,0.003082349,0.00288126,0.002934304,0.002894597,0.003028217,0.003262681,0.003174655
Standard stdev,0.5034635,0.023906033,0.026090115,0.023231817,0.021846699,0.021146255,0.019144574,0.018529538,0.01961513,0.018318458,0.01906421,0.019906083,0.019105844,0.018399382,0.019438678,0.019979618,0.019720273,0.018391972,0.019248655,0.019175366,0.018039867,0.019491557,0.018019227,0.018416233,0.018993156,0.018416202,0.018965565,0.018983528,0.01870588,0.018470312,0.018031413,0.016180767,0.01640606,0.017023422,0.017376624,0.017332055,0.01636421,0.017893678,0.014463809,0.015023326,0.01480103,0.015339722,0.015809795,0.014391973,0.014369889,0.013980009,0.014219094,0.013948242,0.014172922,0.015896922,0.014600036
Sequential mean,1.3838116,0.022470398,0.012504744,0.006707516,0.003644713,0.002506625,0.001954141,0.001579687,0.001302833,0.001160011,0.001063074,0.00084997,0.000733784,0.000658001,0.000694831,0.000617571,0.000535462,0.000549657,0.000550458,0.0005602,0.000581712,0.000607831,0.000567762,0.000612886,0.000688402,0.000613058,0.000631186,0.000674024,0.000658672,0.000646381,0.000694487,0.000819044,0.000743419,0.00083556,0.000796205,0.000839612,0.000840478,0.000866813,0.000958565,0.000981807,0.001100393,0.001206029,0.001203673,0.001182505,0.001213408,0.001325122,0.001401713,0.001597132,0.001767077,0.001680583,0.001984815
Sequential stdev,0.61097175,0.011914568,0.011229206,0.009278985,0.005423149,0.004557656,0.00415148,0.003797811,0.003365691,0.003198744,0.002866815,0.00244816,0.00227604,0.002047584,0.002004838,0.001696777,0.001410129,0.001420993,0.001400376,0.001414547,0.001413718,0.001537186,0.001370488,0.001386668,0.001694861,0.001469086,0.001341341,0.001444506,0.001235474,0.00125026,0.001409862,0.002118683,0.00134613,0.001809074,0.001583016,0.001370294,0.001472082,0.001422796,0.001386351,0.001378185,0.001585668,0.00163386,0.001590233,0.001451158,0.001301261,0.001591503,0.001388725,0.001888875,0.001859687,0.001735872,0.001771724
,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makedata2,100,10,500,8,112,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difference,-0.2887037,0.035414075,0.018663829,0.014996802,0.013425886,0.010926835,0.008337154,0.007241101,0.006853789,0.005887774,0.005643463,0.005836366,0.005560363,0.0051255,0.005129838,0.005038545,0.004883867,0.004518246,0.004630193,0.004581257,0.004464247,0.004548199,0.004213206,0.004082824,0.004227378,0.004099696,0.004179768,0.004133376,0.004194926,0.003978903,0.003811448,0.003032713,0.003192213,0.003139572,0.003134622,0.00308838,0.002925721,0.003251635,0.002272043,0.002310252,0.002132042,0.002002386,0.002001759,0.001851758,0.001868941,0.001556138,0.001532591,0.001297465,0.00126114,0.001582098,0.001189841
Sum-stdev,0.557217625,0.017910301,0.018659661,0.016255401,0.013634924,0.012851955,0.011648027,0.011163675,0.011490411,0.010758601,0.010965513,0.011177121,0.010690942,0.010223483,0.010721758,0.010838198,0.010565201,0.009906482,0.010324516,0.010294956,0.009726792,0.010514371,0.009694857,0.00990145,0.010344009,0.009942644,0.010153453,0.010214017,0.009970677,0.009860286,0.009720638,0.009149725,0.008876095,0.009416248,0.00947982,0.009351175,0.008918146,0.009658237,0.00792508,0.008200756,0.008193349,0.008486791,0.008700014,0.007921566,0.007835575,0.007785756,0.007803909,0.007918559,0.008016305,0.008816397,0.00818588
Is it?,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
