a,b,a+a,1/(a+1),1-a
18.5889856967735,10.744882337807649,32.229042631041764,8.125601883591155,11.37182254181318
6.348897563395499,9.888552018463574,13.310716300662648,7.706270259039098,11.333882530765223
1.1390298059384596,8.447064818974457,2.966233776999232,3.666953519130228,1.3212966154107548
0.2574084358389728,8.55440713617196,0.8666404195473054,0.23248940769162374,0.34838754739643335
0.1957852826643976,8.3157624533335,0.8133001484664524,0.07917326006620318,0.23441445577264997
0.0801001343190553,8.433506735755198,0.40443202545928436,0.07664336792668447,0.17012437581945716
0.061599687012143384,8.650426020241891,0.2217875399858681,0.044855024103575225,0.06152315621942793
0.0279921272752377,8.40257071700724,0.10808431375272798,0.024838029520950045,0.025118869214492676
0.017648451521932687,8.583925986220777,0.08088604330654275,0.019376296609493693,0.01569779966569946
0.014648759676811705,8.337179707333433,0.07033912567787465,0.016665660782766878,0.016840877544253882
0.014947884067473442,8.55144533289112,0.06756932848830832,0.01578025350873169,0.011390484703054692
0.027111658347552733,8.449339438091979,0.08937249546747311,0.017659529205505287,0.027283816977911365
0.022707796272135403,8.534471107340782,0.08606422783928175,0.01674346248531222,0.016748268575329427
0.012027914006894673,8.378415487372964,0.051206299482918216,0.013953326666651833,0.010888262267552228
0.01227486055139957,8.847858204655068,0.05242721783800075,0.01289457858448273,0.0088455032053519
0.023619392881391178,8.34380804643692,0.08869611592749771,0.01303030162973684,0.026320115876454487
0.015352580562514907,8.710787677985504,0.06424037452553111,0.012095248688042126,0.013321954192520045
0.0093182749882628,8.885663441370063,0.04236328145861229,0.011430122660136988,0.007341135202221783
0.025140545972928145,8.372011542364639,0.06839478301580265,0.01597692231686043,0.012316900674453478
0.011010079952669775,8.416194972433797,0.04402677970553334,0.009835921800334546,0.008067105813047136
