Standard mean,0.8877176,0.035139464,0.018099628,0.010969744,0.00727442,0.005117393,0.004491065,0.003836978,0.003374941,0.003112842,0.002880874,0.003045397,0.002927698,0.002849594,0.002962298,0.002901605,0.00249246,0.001925878,0.001607593,0.001627178,0.001650719,0.001598842,0.001580619,0.001703288,0.001782697,0.001703772,0.001630799,0.001485987,0.001690201,0.001570845,0.001771573,0.001819152,0.001907938,0.001777426,0.001840714,0.001698598,0.001790996,0.001743267,0.001880088,0.00165749,0.002202312,0.001990672,0.001839209,0.001778842,0.001807234,0.00174682,0.002087879,0.002085131,0.001758835,0.001713235,0.001719741
Standard stdev,0.3981873,0.024012132,0.017200755,0.018924637,0.020478288,0.017023705,0.017945394,0.016074147,0.015417231,0.016444938,0.015896993,0.017687758,0.017172646,0.015862579,0.016734047,0.015216129,0.014395719,0.011885621,0.011380622,0.011725031,0.010782379,0.011268057,0.010857281,0.011101188,0.012035605,0.011033928,0.010689734,0.010917027,0.010750439,0.010703009,0.010961953,0.011343505,0.012162101,0.011082158,0.010966157,0.012107691,0.011695786,0.011004465,0.011084571,0.010774556,0.01258439,0.011602214,0.012415609,0.011170069,0.01132788,0.011285518,0.010870072,0.010873199,0.011806363,0.010996912,0.011456092
Sequential mean,1.2977524,0.02084829,0.007805613,0.002977718,0.001503288,0.000880646,0.000683761,0.000681989,0.000680969,0.000717816,0.000752524,0.000780305,0.000661567,0.000729089,0.000790088,0.000789718,0.000856012,0.000846915,0.000964132,0.001072715,0.001084034,0.001204203,0.001029104,0.001182661,0.00122793,0.001284536,0.001354037,0.00144493,0.001656352,0.001649318,0.00171215,0.001702862,0.001848439,0.001918966,0.001881441,0.002127388,0.002120665,0.002073677,0.002251653,0.002413378,0.002302881,0.002506065,0.002396351,0.002523255,0.002442609,0.002605084,0.002603605,0.002647974,0.002700664,0.00277716,0.002776553
Sequential stdev,0.58370924,0.013693221,0.007875837,0.005229865,0.004233894,0.002690794,0.002491818,0.002578944,0.002489012,0.002538725,0.002659095,0.002506695,0.001868122,0.002071349,0.002253987,0.001865721,0.001854149,0.001774108,0.001861348,0.002061824,0.001807869,0.001542319,0.000818297,0.000961341,0.000977735,0.001015819,0.001084033,0.000961717,0.001635419,0.001152248,0.001102617,0.001101801,0.001162945,0.001181894,0.001159187,0.001172318,0.001171164,0.00110969,0.001385812,0.001345633,0.001214838,0.001295397,0.001307669,0.001388607,0.001173095,0.001330155,0.00131863,0.001339743,0.001341613,0.001350281,0.0012605
,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makedata1,100,10,500,12,168,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difference,-0.4100348,0.014291174,0.010294015,0.007992026,0.005771132,0.004236747,0.003807304,0.003154989,0.002693971,0.002395027,0.00212835,0.002265092,0.002266131,0.002120504,0.00217221,0.002111887,0.001636448,0.001078963,0.000643461,0.000554464,0.000566686,0.000394639,0.000551515,0.000520627,0.000554767,0.000419236,0.000276762,4.10571E-05,3.38492E-05,-7.84731E-05,5.94235E-05,0.00011629,5.94991E-05,-0.000141539,-4.07269E-05,-0.00042879,-0.000329669,-0.000330411,-0.000371565,-0.000755888,-0.00010057,-0.000515393,-0.000557142,-0.000744412,-0.000635375,-0.000858264,-0.000515726,-0.000562843,-0.000941829,-0.001063926,-0.001056811
Sum-stdev,0.49094827,0.018852677,0.012538296,0.012077251,0.012356091,0.00985725,0.010218606,0.009326546,0.008953122,0.009491831,0.009278044,0.010097227,0.009520384,0.008966964,0.009494017,0.008540925,0.008124934,0.006829864,0.006620985,0.006893427,0.006295124,0.006405188,0.005837789,0.006031264,0.00650667,0.006024873,0.005886883,0.005939372,0.006192929,0.005927629,0.006032285,0.006222653,0.006662523,0.006132026,0.006062672,0.006640005,0.006433475,0.006057077,0.006235192,0.006060095,0.006899614,0.006448806,0.006861639,0.006279338,0.006250488,0.006307837,0.006094351,0.006106471,0.006573988,0.006173596,0.006358296
Is it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
