Standard mean,1.2392261,0.0678955,0.035999253,0.020412542,0.014663625,0.010872779,0.008430445,0.006026743,0.005092825,0.004961959,0.004106254,0.003552659,0.003287646,0.00285358,0.002749499,0.00222342,0.002402906,0.002233819,0.001814344,0.001755298,0.001570992,0.001713115,0.001771166,0.00167095,0.001755745,0.001760187,0.001737468,0.001715135,0.001548538,0.001689889,0.001538629,0.001523222,0.001976769,0.001742389,0.001795459,0.001571409,0.00170398,0.00186014,0.001763511,0.001916305,0.001931276,0.001729185,0.001581529,0.001687718,0.001580013,0.001523068,0.001592589,0.001584912,0.001608644,0.001542745,0.001555759
Standard stdev,0.5158846,0.028612264,0.031539008,0.025790123,0.02490087,0.02033929,0.016978784,0.014319308,0.01373732,0.015988294,0.014764235,0.01375823,0.012853393,0.011163901,0.011179574,0.009608226,0.011637575,0.010852344,0.009329893,0.009320568,0.00911106,0.010679399,0.010937869,0.009869973,0.009751365,0.009835586,0.010169372,0.009448082,0.009256686,0.009832441,0.009301317,0.009629739,0.01043597,0.010496019,0.009456654,0.009515213,0.010271278,0.011085223,0.009096974,0.009601797,0.009712067,0.010564593,0.009305084,0.009295296,0.00952248,0.009611723,0.010088393,0.010392671,0.009968868,0.009291554,0.009921353
Sequential mean,1.3549718,0.030813022,0.011206367,0.005172135,0.00315924,0.002085684,0.001592458,0.001325833,0.001176385,0.001297727,0.00115969,0.00117221,0.001192177,0.001252601,0.00127322,0.001365965,0.001393701,0.001396948,0.001414559,0.001524566,0.001496632,0.001525738,0.001528915,0.00157658,0.001658634,0.001556931,0.001597266,0.001623085,0.001572348,0.001594794,0.001546748,0.001756074,0.001608848,0.001741897,0.001716385,0.001770755,0.001832053,0.001868359,0.001837962,0.001943892,0.002047847,0.002073479,0.002081333,0.002278361,0.002334508,0.002437704,0.002653849,0.002581729,0.002657981,0.002721497,0.00289705
Sequential stdev,0.72429633,0.019874066,0.006470932,0.004432335,0.003493509,0.002406417,0.00233201,0.002113401,0.002336329,0.002425413,0.002177872,0.001771615,0.001631131,0.0016179,0.001600905,0.00207959,0.001749601,0.001723205,0.001599913,0.001716052,0.00148994,0.001647836,0.00174335,0.001674676,0.001466216,0.00180747,0.001848264,0.001490972,0.001527169,0.001492527,0.001314736,0.001850718,0.00142241,0.001586685,0.001382144,0.001385117,0.001318205,0.001759629,0.001543112,0.001488645,0.001564097,0.001790528,0.00178441,0.001847914,0.001656298,0.002133565,0.002089706,0.002143743,0.002141305,0.002468405,0.002381462
,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makedata2,100,10,500,12,168,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difference,-0.1157457,0.037082478,0.024792886,0.015240407,0.011504385,0.008787095,0.006837987,0.00470091,0.003916441,0.003664231,0.002946564,0.002380449,0.002095468,0.001600979,0.001476279,0.000857455,0.001009205,0.000836871,0.000399785,0.000230731,7.43601E-05,0.000187378,0.000242251,9.437E-05,9.71111E-05,0.000203257,0.000140203,9.20504E-05,-2.38094E-05,9.50952E-05,-8.1186E-06,-0.000232852,0.000367921,4.922E-07,7.90735E-05,-0.000199346,-0.000128073,-8.2197E-06,-7.44507E-05,-2.75866E-05,-0.000116571,-0.000344294,-0.000499804,-0.000590643,-0.000754495,-0.000914636,-0.00106126,-0.000996816,-0.001049337,-0.001178753,-0.001341291
Sum-stdev,0.620090465,0.024243165,0.01900497,0.015111229,0.014197189,0.011372854,0.009655397,0.008216355,0.008036824,0.009206854,0.008471053,0.007764922,0.007242262,0.006390901,0.006390239,0.005843908,0.006693588,0.006287775,0.005464903,0.00551831,0.0053005,0.006163618,0.006340609,0.005772325,0.00560879,0.005821528,0.006008818,0.005469527,0.005391927,0.005662484,0.005308027,0.005740229,0.00592919,0.006041352,0.005419399,0.005450165,0.005794742,0.006422426,0.005320043,0.005545221,0.005638082,0.00617756,0.005544747,0.005571605,0.005589389,0.005872644,0.006089049,0.006268207,0.006055086,0.00587998,0.006151408
Is it?,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
